,unix,low,high,open,close,volume,date,vol_fiat,pair
168,1614643200,47075.11,50250.0,49635.3,48511.6,17063.56302004,2021-03-02,827780743.8029724,BTC/USD
169,1614556800,45042.13,49829.0,45231.74,49639.4,25068.25043716,2021-03-01,1244372910.7503605,BTC/USD
170,1614470400,43016.0,46656.0,46169.92,45231.75,22745.60600179,2021-02-28,1028823564.271465,BTC/USD
171,1614384000,45055.0,48356.86,46319.79,46180.75,16290.28071728,2021-02-27,752297381.2345284,BTC/USD
172,1614297600,44150.0,48464.64,47063.9,46326.2,36048.6181927,2021-02-26,1669995496.1186583,BTC/USD
173,1614211200,46700.0,52107.83,49737.81,47058.48,28011.20414657,2021-02-25,1318164690.1072814,BTC/USD
174,1614124800,47002.0,51415.41,48899.99,49737.82,30732.14949499,2021-02-24,1528550119.7949035,BTC/USD
175,1614038400,44888.08,54206.22,54125.67,48899.99,72300.585728,2021-02-23,3535497919.093343,BTC/USD
176,1613952000,46616.0,57577.69,57489.16,54142.13,49449.16575779,2021-02-22,2677283160.8498144,BTC/USD
177,1613865600,55531.23,58367.0,55921.44,57489.16,13530.43444443,2021-02-21,777853310.6453475,BTC/USD
178,1613779200,54000.1,57563.57,55983.57,55923.52,22137.82194494,2021-02-20,1238024928.2942908,BTC/USD
179,1613692800,50725.0,56370.05,51596.0,55983.56,27961.48197104,2021-02-19,1565383303.6146362,BTC/USD
180,1613606400,50875.0,52549.99,52170.01,51601.73,15689.40275173,2021-02-18,809600324.6560285,BTC/USD
181,1613520000,48942.87,52640.35,49141.43,52170.01,25675.171441,2021-02-17,1339473950.8286843,BTC/USD
182,1613433600,47051.22,50645.0,47935.66,49158.71,23053.20561135,2021-02-16,1133265849.2187274,BTC/USD
183,1613347200,45768.46,49093.44,48667.23,47936.37,19432.15278111,2021-02-15,931506865.611818,BTC/USD
184,1613260800,47100.13,49700.0,47240.75,48680.69,15146.55244091,2021-02-14,737344623.9446831,BTC/USD
185,1613174400,46300.0,48199.0,47408.34,47232.45,12020.8773325,2021-02-13,567775487.5634396,BTC/USD
186,1613088000,46300.0,48912.0,47993.6,47408.34,23503.15583529,2021-02-12,1114245602.9124122,BTC/USD
187,1613001600,44011.0,48690.0,44850.0,47997.91,26222.60477552,2021-02-11,1258630223.9809794,BTC/USD
188,1612915200,43706.86,47349.99,46514.73,44850.0,25818.01157857,2021-02-10,1157937819.2988646,BTC/USD
189,1612828800,45020.0,48200.0,46453.66,46514.73,36418.79365116,2021-02-09,1694010353.6094215,BTC/USD
190,1612742400,38057.01,46750.0,38871.43,46448.1,47934.0103883,2021-02-08,2226443707.916797,BTC/USD
191,1612656000,37371.35,39737.83,39266.1,38871.42,20297.87256102,2021-02-07,789007129.4258841,BTC/USD
192,1612569600,38250.0,41000.0,38327.09,39265.43,27102.80602941,2021-02-06,1064203332.9513764,BTC/USD
193,1612483200,36605.87,38349.0,36976.59,38311.49,17842.70173175,2021-02-05,683580488.9689227,BTC/USD
194,1612396800,36156.45,38769.0,37688.42,36975.0,31699.36292316,2021-02-04,1172083944.0838408,BTC/USD
195,1612310400,35393.8,37723.72,35513.0,37678.37,23781.96945181,2021-02-03,896065844.3339944,BTC/USD
196,1612224000,33450.0,36000.0,33534.39,35512.67,19995.83908338,2021-02-02,710105634.7411764,BTC/USD
197,1612137600,32333.0,34728.57,33137.75,33533.19,21975.41378272,2021-02-01,736905725.7045685,BTC/USD
198,1612051200,32200.0,34387.75,34315.63,33137.74,16436.39757593,2021-01-31,544665069.4077986,BTC/USD
199,1611964800,32852.86,34900.0,34262.11,34315.63,21362.15173754,2021-01-30,733055695.0292797,BTC/USD
200,1611878400,31990.0,38570.13,33487.92,34262.11,72641.07974951,2021-01-29,2488836664.896484,BTC/USD
201,1611792000,29902.14,34000.0,30414.11,33488.99,36007.06269488,2021-01-28,1205840162.5182092,BTC/USD
202,1611705600,29156.0,32584.62,32510.82,30407.13,46207.08537355,2021-01-27,1405024851.8746333,BTC/USD
203,1611619200,30830.0,32960.37,32260.52,32510.82,23535.83891688,2021-01-26,765169422.5756806,BTC/USD
204,1611532800,31920.8,34888.0,32293.18,32261.87,23045.66293389,2021-01-25,743496181.6369777,BTC/USD
205,1611446400,30931.21,33086.53,32110.0,32288.56,13618.80097809,2021-01-24,439731472.50911766,BTC/USD
206,1611360000,31432.19,33488.79,32982.66,32112.01,16139.81478284,2021-01-23,518281893.7047059,BTC/USD
207,1611273600,28732.0,33867.0,30855.9,32984.93,48155.72161708,2021-01-22,1588413106.6388707,BTC/USD
208,1611187200,30011.0,35628.24,35498.85,30855.95,50473.11375071,2021-01-21,1557395874.23622,BTC/USD
209,1611100800,33387.01,36415.34,35921.91,35503.09,25445.70800774,2021-01-20,903401261.5125138,BTC/USD
210,1611014400,35895.11,37857.0,36624.23,35917.28,18904.77910604,2021-01-19,679008244.4897884,BTC/USD
211,1610928000,34736.46,37402.0,35820.01,36624.23,16609.64108414,2021-01-18,608315315.2829927,BTC/USD
212,1610841600,33850.03,36860.0,36004.8,35820.0,19182.04934663,2021-01-17,687101007.5962865,BTC/USD
213,1610755200,35372.59,37948.0,36754.6,36006.94,20861.42545209,2021-01-16,751156094.5678775,BTC/USD
214,1610668800,34298.93,39697.0,39123.05,36754.67,36421.05918785,2021-01-15,1338644011.4998946,BTC/USD
215,1610582400,36751.11,40127.66,37393.67,39125.14,31868.76049365,2021-01-14,1246869715.9405253,BTC/USD
216,1610496000,32309.04,37888.0,34035.53,37393.66,39608.73718747,2021-01-13,1481115651.4176097,BTC/USD
217,1610409600,32500.0,36604.51,35456.89,34038.98,48227.62752035,2021-01-12,1641619248.6126432,BTC/USD
218,1610323200,30100.0,38273.88,38168.89,35452.59,102503.15672849,2021-01-11,3634002389.2008967,BTC/USD
219,1610236800,34444.0,41452.12,40257.43,38171.57,43736.57031589,2021-01-10,1669493555.3729172,BTC/USD
220,1610150400,38800.0,41406.94,40642.15,40257.43,27152.97102881,2021-01-09,1093108830.4843466,BTC/USD
221,1610064000,36565.08,41986.37,39510.55,40665.15,48522.48490272,2021-01-08,1973174126.9418445,BTC/USD
222,1609977600,36200.0,40425.0,36859.26,39505.56,50346.30569052,2021-01-07,1988959000.2351792,BTC/USD
223,1609891200,33352.54,37000.0,34043.91,36859.26,45744.10320015,2021-01-06,1686093793.321161,BTC/USD
224,1609804800,29891.13,34499.67,32020.22,34030.64,42282.56920027,2021-01-05,1438902890.7294762,BTC/USD
225,1609718400,27678.0,33666.99,33082.84,32019.99,46045.38968508,2021-01-04,1474372917.2623649,BTC/USD
226,1609632000,32008.62,34810.0,32222.88,33080.66,36951.71650628,2021-01-03,1222387170.160637,BTC/USD
227,1609545600,29039.0,33300.0,29413.29,32225.91,46675.24652146,2021-01-02,1504152293.6283832,BTC/USD
228,1609459200,28700.0,29688.88,28990.08,29412.84,22211.25251806,2021-01-01,653296016.5132959,BTC/USD
229,1609372800,28000.0,29321.9,28897.42,28990.08,28813.88691084,2020-12-31,835316886.6562045,BTC/USD
230,1609286400,27311.73,29018.26,27366.35,28897.42,28181.49681491,2020-12-30,814372549.6891165,BTC/USD
231,1609200000,25833.73,27396.77,27039.39,27366.35,20668.10433798,2020-12-29,565610577.149679,BTC/USD
232,1609113600,26086.19,27477.0,26255.16,27040.36,21265.70934972,2020-12-28,575032436.4717947,BTC/USD
233,1609027200,25772.55,28387.0,26482.64,26258.65,33627.00745897,2020-12-27,882999819.4124827,BTC/USD
234,1608940800,24490.01,26822.0,24704.71,26475.35,24782.44015598,2020-12-26,656123776.983625,BTC/USD
235,1608854400,23416.0,24770.95,23718.61,24704.71,15792.47583445,2020-12-25,390148535.6720952,BTC/USD
236,1608768000,22712.89,23785.0,23226.18,23717.96,16440.75295146,2020-12-24,389941120.8726102,BTC/USD
237,1608681600,22600.0,24090.0,23824.13,23228.35,23412.12172023,2020-12-23,543824957.5601045,BTC/USD
238,1608595200,22380.05,23839.78,22729.4,23823.27,18597.6512303,2020-12-22,443056866.6252691,BTC/USD
239,1608508800,21913.84,24118.75,23476.51,22729.4,25728.63855953,2020-12-21,584796517.2749813,BTC/USD
240,1608422400,23100.0,24300.0,23850.0,23476.51,14963.41787144,2020-12-20,351288829.29303986,BTC/USD
241,1608336000,22770.0,24200.0,23138.89,23849.99,20577.66441198,2020-12-19,490777090.4490789,BTC/USD
242,1608249600,22329.0,23280.0,22826.37,23137.76,24829.23581848,2020-12-18,574492899.3513937,BTC/USD
243,1608163200,21252.01,23776.94,21360.5,22826.48,53602.34952384,2020-12-17,1223552959.3589432,BTC/USD
244,1608076800,19300.0,21569.94,19443.19,21359.65,33350.23500216,2020-12-16,712349347.0638869,BTC/USD
245,1607990400,19051.27,19565.0,19272.37,19444.6,15345.21212651,2020-12-15,298381511.7151363,BTC/USD
246,1607904000,18967.68,19349.98,19166.65,19272.37,9102.36972564,2020-12-14,175424237.22933254,BTC/USD
247,1607817600,18730.0,19421.03,18821.28,19166.65,10624.20069187,2020-12-13,203630336.19083017,BTC/USD
